AAPL (APPLE INC),546.0255,-4.7445,
Dec 19 2013 @ 15:02 ET,Bid,545.97,Ask,546.09,Size,2x1,Vol,8897300,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
14 Jan 505.00 (AAPL1403A505-Y),0.0,0.0,41.75,42.60,0,4,14 Jan 505.00 (AAPL1403M505-Y),0.0,0.0,0.92,1.07,0,239,
14 Jan 507.50 (AAPL1403A507.5),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5),1.07,-0.35,1.13,1.20,3,117,
14 Jan 507.50 (AAPL1403A507.5-4),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-4),0.0,0.0,1.13,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-8),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-8),1.45,0.0,1.06,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-A),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-A),2.08,0.0,1.12,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-B),0.0,0.0,38.35,40.45,0,0,14 Jan 507.50 (AAPL1403M507.5-B),2.01,0.0,1.13,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-E),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-E),1.43,0.0,1.07,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-I),0.0,0.0,38.40,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-I),1.07,0.0,1.07,1.20,1,117,
14 Jan 507.50 (AAPL1403A507.5-J),0.0,0.0,38.40,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-J),1.00,0.0,1.13,1.20,1,117,
14 Jan 507.50 (AAPL1403A507.5-O),0.0,0.0,38.40,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-O),1.58,0.0,1.07,1.19,0,117,
14 Jan 507.50 (AAPL1403A507.5-P),0.0,0.0,38.40,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-P),1.44,0.0,1.08,1.19,0,117,
14 Jan 507.50 (AAPL1403A507.5-S),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-S),0.76,0.0,1.07,1.19,0,117,
14 Jan 507.50 (AAPL1403A507.5-X),0.0,0.0,38.35,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-X),1.42,0.0,1.12,1.20,0,117,
14 Jan 507.50 (AAPL1403A507.5-Y),0.0,0.0,38.40,40.40,0,0,14 Jan 507.50 (AAPL1403M507.5-Y),1.07,-0.36,0.56,1.20,1,117,
14 Jan 510.00 (AAPL1403A510),36.50,-5.16,36.15,37.75,10,62,14 Jan 510.00 (AAPL1403M510),1.56,+0.37,1.31,1.36,77,364,
14 Jan 510.00 (AAPL1403A510-4),52.00,0.0,36.15,37.75,0,62,14 Jan 510.00 (AAPL1403M510-4),1.16,0.0,1.31,1.37,0,364,
14 Jan 510.00 (AAPL1403A510-8),37.71,0.0,36.15,37.80,0,62,14 Jan 510.00 (AAPL1403M510-8),1.56,+0.24,1.25,1.36,51,364,
14 Jan 510.00 (AAPL1403A510-A),57.56,0.0,36.15,37.75,0,62,14 Jan 510.00 (AAPL1403M510-A),1.65,+0.85,1.25,1.36,5,364,
14 Jan 510.00 (AAPL1403A510-B),40.71,-7.24,36.15,37.75,4,62,14 Jan 510.00 (AAPL1403M510-B),2.31,0.0,1.31,1.39,0,364,
14 Jan 510.00 (AAPL1403A510-E),41.66,0.0,36.15,37.85,0,62,14 Jan 510.00 (AAPL1403M510-E),1.56,+0.36,1.25,1.37,15,364,
14 Jan 510.00 (AAPL1403A510-I),0.0,0.0,36.15,37.80,0,62,14 Jan 510.00 (AAPL1403M510-I),0.85,0.0,1.25,1.36,0,364,
14 Jan 510.00 (AAPL1403A510-J),0.0,0.0,36.15,37.75,0,62,14 Jan 510.00 (AAPL1403M510-J),0.0,0.0,1.31,1.37,0,364,
14 Jan 510.00 (AAPL1403A510-O),38.00,0.0,36.15,38.70,0,62,14 Jan 510.00 (AAPL1403M510-O),1.52,+0.33,1.24,1.36,2,364,
14 Jan 510.00 (AAPL1403A510-P),53.00,0.0,36.15,37.80,0,62,14 Jan 510.00 (AAPL1403M510-P),1.55,+0.59,1.24,1.36,1,364,
14 Jan 510.00 (AAPL1403A510-S),36.50,-4.50,36.15,37.75,6,62,14 Jan 510.00 (AAPL1403M510-S),1.22,0.0,1.24,1.36,0,364,
14 Jan 510.00 (AAPL1403A510-X),59.55,0.0,36.15,37.80,0,62,14 Jan 510.00 (AAPL1403M510-X),1.56,-1.12,1.24,1.36,2,364,
14 Jan 510.00 (AAPL1403A510-Y),0.0,0.0,36.15,39.00,0,62,14 Jan 510.00 (AAPL1403M510-Y),1.55,0.0,1.29,1.42,1,364,
14 Jan 510.00 (AAPL71403A510),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510),0.0,0.0,1.22,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-4),0.0,0.0,35.40,39.15,0,0,14 Jan 510.00 (AAPL71403M510-4),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-8),0.0,0.0,35.35,38.25,0,0,14 Jan 510.00 (AAPL71403M510-8),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-A),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-A),0.0,0.0,1.22,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-B),0.0,0.0,35.35,38.25,0,0,14 Jan 510.00 (AAPL71403M510-B),0.0,0.0,0.65,1.48,0,0,
14 Jan 510.00 (AAPL71403A510-E),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-E),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-I),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-I),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-J),0.0,0.0,0.0,0.0,0,0,14 Jan 510.00 (AAPL71403M510-J),0.0,0.0,0.0,0.0,0,0,
14 Jan 510.00 (AAPL71403A510-O),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-O),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-P),0.0,0.0,0.0,0.0,0,0,14 Jan 510.00 (AAPL71403M510-P),0.0,0.0,0.0,0.0,0,0,
14 Jan 510.00 (AAPL71403A510-S),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-S),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-X),0.0,0.0,35.40,38.20,0,0,14 Jan 510.00 (AAPL71403M510-X),0.0,0.0,0.65,1.47,0,0,
14 Jan 510.00 (AAPL71403A510-Y),0.0,0.0,35.20,39.15,0,0,14 Jan 510.00 (AAPL71403M510-Y),0.0,0.0,0.65,2.77,0,0,
14 Jan 512.50 (AAPL1403A512.5),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5),1.62,+0.07,1.52,1.59,42,60,
14 Jan 512.50 (AAPL1403A512.5-4),0.0,0.0,33.80,36.30,0,0,14 Jan 512.50 (AAPL1403M512.5-4),2.75,0.0,1.52,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-8),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-8),1.61,+0.06,1.46,1.59,13,60,
14 Jan 512.50 (AAPL1403A512.5-A),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-A),0.0,0.0,1.51,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-B),0.0,0.0,33.75,35.90,0,0,14 Jan 512.50 (AAPL1403M512.5-B),1.62,-1.13,1.52,1.59,1,60,
14 Jan 512.50 (AAPL1403A512.5-E),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-E),1.79,+0.24,1.45,1.59,21,60,
14 Jan 512.50 (AAPL1403A512.5-I),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-I),0.0,0.0,1.46,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-J),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-J),1.33,0.0,1.52,1.59,1,60,
14 Jan 512.50 (AAPL1403A512.5-O),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-O),0.0,0.0,1.46,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-P),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-P),1.96,0.0,1.46,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-S),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-S),0.0,0.0,1.45,1.59,0,60,
14 Jan 512.50 (AAPL1403A512.5-X),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-X),1.60,0.0,1.51,1.59,1,60,
14 Jan 512.50 (AAPL1403A512.5-Y),0.0,0.0,33.80,35.85,0,0,14 Jan 512.50 (AAPL1403M512.5-Y),1.59,-0.69,0.75,1.60,5,60,
14 Jan 515.00 (AAPL1403A515),37.06,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515),2.06,+0.47,1.77,1.86,88,447,
14 Jan 515.00 (AAPL1403A515-4),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-4),1.54,-1.46,1.77,1.86,10,447,
14 Jan 515.00 (AAPL1403A515-8),28.75,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-8),2.05,+0.46,1.71,1.86,28,447,
14 Jan 515.00 (AAPL1403A515-A),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-A),1.86,-1.94,1.70,1.86,35,447,
14 Jan 515.00 (AAPL1403A515-B),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-B),3.10,0.0,1.77,1.85,0,447,
14 Jan 515.00 (AAPL1403A515-E),37.06,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-E),2.07,-0.96,1.71,1.86,1,447,
14 Jan 515.00 (AAPL1403A515-I),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-I),0.0,0.0,1.72,1.86,0,447,
14 Jan 515.00 (AAPL1403A515-J),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-J),0.0,0.0,1.77,1.86,0,447,
14 Jan 515.00 (AAPL1403A515-O),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-O),1.70,0.0,1.68,1.86,0,447,
14 Jan 515.00 (AAPL1403A515-P),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-P),2.04,+0.08,1.72,1.86,6,447,
14 Jan 515.00 (AAPL1403A515-S),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-S),1.63,-1.02,1.70,1.86,5,447,
14 Jan 515.00 (AAPL1403A515-X),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-X),2.06,-1.94,1.71,1.86,2,447,
14 Jan 515.00 (AAPL1403A515-Y),0.0,0.0,31.90,33.45,0,13,14 Jan 515.00 (AAPL1403M515-Y),2.06,-0.60,1.70,1.86,1,447,
14 Jan 515.00 (AAPL71403A515),47.25,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515),3.84,0.0,1.75,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-4),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-4),0.0,0.0,1.75,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-8),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-8),3.84,0.0,1.45,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-A),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-A),0.0,0.0,1.68,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-B),0.0,0.0,30.85,33.60,0,1,14 Jan 515.00 (AAPL71403M515-B),0.0,0.0,1.66,1.91,0,1,
14 Jan 515.00 (AAPL71403A515-E),47.25,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-E),0.0,0.0,1.67,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-I),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-I),0.0,0.0,1.75,1.95,0,1,
14 Jan 515.00 (AAPL71403A515-J),0.0,0.0,0.0,0.0,0,0,14 Jan 515.00 (AAPL71403M515-J),0.0,0.0,0.0,0.0,0,0,
14 Jan 515.00 (AAPL71403A515-O),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-O),0.0,0.0,1.75,1.95,0,1,
14 Jan 515.00 (AAPL71403A515-P),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-P),0.0,0.0,1.67,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-S),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-S),0.0,0.0,1.67,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-X),0.0,0.0,30.90,33.55,0,1,14 Jan 515.00 (AAPL71403M515-X),0.0,0.0,1.67,1.90,0,1,
14 Jan 515.00 (AAPL71403A515-Y),0.0,0.0,30.00,33.55,0,1,14 Jan 515.00 (AAPL71403M515-Y),0.0,0.0,0.65,3.45,0,1,
14 Jan 517.50 (AAPL1403A517.5),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5),2.34,+0.32,2.01,2.16,19,69,
14 Jan 517.50 (AAPL1403A517.5-4),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-4),0.0,0.0,2.01,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-8),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-8),2.19,+0.79,2.01,2.16,10,69,
14 Jan 517.50 (AAPL1403A517.5-A),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-A),1.86,-0.59,2.01,2.16,5,69,
14 Jan 517.50 (AAPL1403A517.5-B),0.0,0.0,29.85,31.05,0,0,14 Jan 517.50 (AAPL1403M517.5-B),0.0,0.0,2.01,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-E),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-E),1.90,-1.54,2.01,2.16,2,69,
14 Jan 517.50 (AAPL1403A517.5-I),0.0,0.0,29.90,31.00,0,0,14 Jan 517.50 (AAPL1403M517.5-I),0.0,0.0,2.00,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-J),0.0,0.0,29.90,31.55,0,0,14 Jan 517.50 (AAPL1403M517.5-J),0.0,0.0,2.01,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-O),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-O),2.34,-0.52,1.97,2.16,2,69,
14 Jan 517.50 (AAPL1403A517.5-P),0.0,0.0,29.90,31.00,0,0,14 Jan 517.50 (AAPL1403M517.5-P),0.0,0.0,2.00,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-S),0.0,0.0,29.90,31.00,0,0,14 Jan 517.50 (AAPL1403M517.5-S),2.02,0.0,1.96,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-X),0.0,0.0,29.90,30.95,0,0,14 Jan 517.50 (AAPL1403M517.5-X),0.0,0.0,2.00,2.16,0,69,
14 Jan 517.50 (AAPL1403A517.5-Y),0.0,0.0,29.90,32.15,0,0,14 Jan 517.50 (AAPL1403M517.5-Y),0.0,0.0,2.01,2.16,0,69,
14 Jan 520.00 (AAPL1403A520),27.33,-4.67,28.30,28.80,17,130,14 Jan 520.00 (AAPL1403M520),2.53,+0.44,2.39,2.50,114,559,
14 Jan 520.00 (AAPL1403A520-4),27.70,-1.30,28.30,28.90,1,130,14 Jan 520.00 (AAPL1403M520-4),3.45,0.0,2.39,2.50,0,559,
14 Jan 520.00 (AAPL1403A520-8),27.33,-2.47,28.30,28.80,6,130,14 Jan 520.00 (AAPL1403M520-8),2.78,+0.69,2.33,2.50,47,559,
14 Jan 520.00 (AAPL1403A520-A),32.00,0.0,28.30,28.80,0,130,14 Jan 520.00 (AAPL1403M520-A),2.15,-1.47,2.39,2.50,26,559,
14 Jan 520.00 (AAPL1403A520-B),0.0,0.0,28.30,28.85,0,130,14 Jan 520.00 (AAPL1403M520-B),2.50,+0.41,2.39,2.50,3,559,
14 Jan 520.00 (AAPL1403A520-E),27.35,-0.33,28.30,28.80,5,130,14 Jan 520.00 (AAPL1403M520-E),2.16,-0.09,2.31,2.50,1,559,
14 Jan 520.00 (AAPL1403A520-I),26.00,0.0,28.10,28.80,0,130,14 Jan 520.00 (AAPL1403M520-I),2.80,0.0,2.33,2.50,0,559,
14 Jan 520.00 (AAPL1403A520-J),0.0,0.0,28.30,29.35,0,130,14 Jan 520.00 (AAPL1403M520-J),0.0,0.0,2.39,2.50,0,559,
14 Jan 520.00 (AAPL1403A520-O),29.90,0.0,28.30,29.00,0,130,14 Jan 520.00 (AAPL1403M520-O),2.53,-2.22,2.31,2.50,20,559,
14 Jan 520.00 (AAPL1403A520-P),27.37,+1.17,28.30,28.80,1,130,14 Jan 520.00 (AAPL1403M520-P),3.25,0.0,2.33,2.50,0,559,
14 Jan 520.00 (AAPL1403A520-S),32.10,0.0,28.30,28.85,0,130,14 Jan 520.00 (AAPL1403M520-S),2.40,-1.55,2.33,2.50,6,559,
14 Jan 520.00 (AAPL1403A520-X),27.73,-20.17,28.30,28.80,2,130,14 Jan 520.00 (AAPL1403M520-X),2.46,-0.58,2.33,2.50,11,559,
14 Jan 520.00 (AAPL1403A520-Y),27.66,-0.36,28.30,30.00,2,130,14 Jan 520.00 (AAPL1403M520-Y),1.40,0.0,2.31,2.50,0,559,
14 Jan 520.00 (AAPL71403A520),29.20,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520),2.47,-2.40,2.31,2.53,5,4,
14 Jan 520.00 (AAPL71403A520-4),30.65,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-4),2.71,0.0,2.31,2.55,0,4,
14 Jan 520.00 (AAPL71403A520-8),0.0,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-8),2.47,-2.40,2.31,2.55,5,4,
14 Jan 520.00 (AAPL71403A520-A),45.10,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-A),0.0,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-B),0.0,0.0,26.55,29.25,0,8,14 Jan 520.00 (AAPL71403M520-B),1.30,0.0,2.30,2.54,0,4,
14 Jan 520.00 (AAPL71403A520-E),0.0,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-E),0.0,0.0,2.31,2.55,0,4,
14 Jan 520.00 (AAPL71403A520-I),0.0,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-I),0.0,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-J),0.0,0.0,0.0,0.0,0,0,14 Jan 520.00 (AAPL71403M520-J),0.0,0.0,0.0,0.0,0,0,
14 Jan 520.00 (AAPL71403A520-O),47.50,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-O),5.50,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-P),0.0,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-P),0.0,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-S),29.20,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-S),0.0,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-X),0.0,0.0,26.60,29.20,0,8,14 Jan 520.00 (AAPL71403M520-X),0.0,0.0,2.31,2.53,0,4,
14 Jan 520.00 (AAPL71403A520-Y),0.0,0.0,26.20,30.20,0,8,14 Jan 520.00 (AAPL71403M520-Y),0.0,0.0,1.23,3.50,0,4,
14 Jan 522.50 (AAPL1403A522.5),24.95,0.0,26.15,26.70,1,0,14 Jan 522.50 (AAPL1403M522.5),3.33,+0.54,2.78,2.91,12,33,
14 Jan 522.50 (AAPL1403A522.5-4),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-4),0.0,0.0,2.78,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-8),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-8),2.94,-0.40,2.74,2.91,10,33,
14 Jan 522.50 (AAPL1403A522.5-A),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-A),3.30,0.0,2.78,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-B),0.0,0.0,26.10,26.80,0,0,14 Jan 522.50 (AAPL1403M522.5-B),0.0,0.0,2.78,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-E),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-E),0.0,0.0,2.71,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-I),0.0,0.0,26.15,26.75,0,0,14 Jan 522.50 (AAPL1403M522.5-I),0.0,0.0,2.75,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-J),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-J),0.0,0.0,2.78,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-O),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-O),2.79,0.0,2.71,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-P),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-P),0.0,0.0,2.75,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-S),24.95,0.0,26.15,26.75,1,0,14 Jan 522.50 (AAPL1403M522.5-S),2.79,0.0,2.71,2.91,0,33,
14 Jan 522.50 (AAPL1403A522.5-X),0.0,0.0,26.15,26.70,0,0,14 Jan 522.50 (AAPL1403M522.5-X),3.33,-1.32,2.75,2.91,2,33,
14 Jan 522.50 (AAPL1403A522.5-Y),0.0,0.0,26.15,26.80,0,0,14 Jan 522.50 (AAPL1403M522.5-Y),0.0,0.0,2.72,2.91,0,33,
14 Jan 525.00 (AAPL1403A525),23.37,-3.17,23.80,24.65,20,134,14 Jan 525.00 (AAPL1403M525),3.69,+0.83,3.25,3.40,253,407,
14 Jan 525.00 (AAPL1403A525-4),23.75,0.0,23.80,24.70,0,134,14 Jan 525.00 (AAPL1403M525-4),3.60,-0.60,3.25,3.40,12,407,
14 Jan 525.00 (AAPL1403A525-8),23.37,-3.17,23.80,24.65,17,134,14 Jan 525.00 (AAPL1403M525-8),3.69,+0.48,3.20,3.40,38,407,
14 Jan 525.00 (AAPL1403A525-A),35.25,0.0,23.80,24.70,0,134,14 Jan 525.00 (AAPL1403M525-A),3.85,-1.35,3.25,3.40,31,407,
14 Jan 525.00 (AAPL1403A525-B),35.75,0.0,23.80,25.05,0,134,14 Jan 525.00 (AAPL1403M525-B),2.96,-0.39,3.25,3.40,11,407,
14 Jan 525.00 (AAPL1403A525-E),25.18,-10.57,23.80,24.65,2,134,14 Jan 525.00 (AAPL1403M525-E),3.50,+0.45,3.15,3.40,86,407,
14 Jan 525.00 (AAPL1403A525-I),35.75,0.0,23.80,24.70,0,134,14 Jan 525.00 (AAPL1403M525-I),5.85,0.0,3.20,3.40,0,407,
14 Jan 525.00 (AAPL1403A525-J),0.0,0.0,23.80,24.65,0,134,14 Jan 525.00 (AAPL1403M525-J),0.0,0.0,3.25,3.40,0,407,
14 Jan 525.00 (AAPL1403A525-O),25.00,0.0,23.80,24.90,0,134,14 Jan 525.00 (AAPL1403M525-O),3.15,+0.29,3.15,3.40,33,407,
14 Jan 525.00 (AAPL1403A525-P),35.75,0.0,23.80,24.65,0,134,14 Jan 525.00 (AAPL1403M525-P),2.94,-0.06,3.20,3.40,13,407,
14 Jan 525.00 (AAPL1403A525-S),25.60,0.0,23.80,24.70,1,134,14 Jan 525.00 (AAPL1403M525-S),3.80,+1.00,3.25,3.40,4,407,
14 Jan 525.00 (AAPL1403A525-X),49.96,0.0,23.80,24.65,0,134,14 Jan 525.00 (AAPL1403M525-X),3.69,-0.31,3.15,3.40,25,407,
14 Jan 525.00 (AAPL1403A525-Y),35.75,0.0,23.80,25.35,0,134,14 Jan 525.00 (AAPL1403M525-Y),2.84,0.0,2.15,3.40,0,407,
14 Jan 525.00 (AAPL71403A525),34.00,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525),3.10,-0.95,3.15,3.40,11,33,
14 Jan 525.00 (AAPL71403A525-4),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-4),0.0,0.0,3.15,3.45,0,33,
14 Jan 525.00 (AAPL71403A525-8),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-8),2.20,0.0,3.15,5.00,0,33,
14 Jan 525.00 (AAPL71403A525-A),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-A),3.70,0.0,3.10,3.40,0,33,
14 Jan 525.00 (AAPL71403A525-B),0.0,0.0,22.45,25.05,0,1,14 Jan 525.00 (AAPL71403M525-B),3.24,+1.56,3.10,3.45,1,33,
14 Jan 525.00 (AAPL71403A525-E),30.00,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-E),1.71,0.0,3.15,3.45,0,33,
14 Jan 525.00 (AAPL71403A525-I),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-I),0.0,0.0,3.15,3.40,0,33,
14 Jan 525.00 (AAPL71403A525-J),0.0,0.0,0.0,0.0,0,0,14 Jan 525.00 (AAPL71403M525-J),0.0,0.0,0.0,0.0,0,0,
14 Jan 525.00 (AAPL71403A525-O),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-O),0.0,0.0,3.15,3.40,0,33,
14 Jan 525.00 (AAPL71403A525-P),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-P),6.50,0.0,3.15,3.40,0,33,
14 Jan 525.00 (AAPL71403A525-S),34.00,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-S),3.10,-0.95,3.15,4.95,10,33,
14 Jan 525.00 (AAPL71403A525-X),0.0,0.0,22.50,25.00,0,1,14 Jan 525.00 (AAPL71403M525-X),2.91,0.0,3.15,3.45,0,33,
14 Jan 525.00 (AAPL71403A525-Y),0.0,0.0,21.95,26.10,0,1,14 Jan 525.00 (AAPL71403M525-Y),0.0,0.0,2.51,5.25,0,33,
14 Jan 527.50 (AAPL1403A527.5),25.15,0.0,22.05,22.70,0,2,14 Jan 527.50 (AAPL1403M527.5),4.30,+0.40,3.80,3.90,129,286,
14 Jan 527.50 (AAPL1403A527.5-4),0.0,0.0,22.05,22.75,0,2,14 Jan 527.50 (AAPL1403M527.5-4),4.80,0.0,3.80,3.95,0,286,
14 Jan 527.50 (AAPL1403A527.5-8),0.0,0.0,22.05,22.70,0,2,14 Jan 527.50 (AAPL1403M527.5-8),4.30,+0.13,3.70,3.95,12,286,
